filename,before_sig_MOS_DISC,before_sig_MOS_LOUD,before_sig_MOS_NOISE,before_sig_MOS_REVERB,before_sig_MOS_SIG,before_sig_MOS_OVRL,after_sig_MOS_DISC,after_sig_MOS_LOUD,after_sig_MOS_NOISE,after_sig_MOS_REVERB,after_sig_MOS_SIG,after_sig_MOS_OVRL,para_sig_MOS_DISC,para_sig_MOS_LOUD,para_sig_MOS_NOISE,para_sig_MOS_REVERB,para_sig_MOS_SIG,para_sig_MOS_OVRL
32_p227_001_mic1.wav,419,325,396,438,359,320,226,101,106,456,226,123,221.5,-15.0,126.0,0.0,0,0
33_p227_096_mic1.wav,387,376,432,428,343,305,207,101,107,449,210,119,10.0,-32.0,10.0,0.8117739381076986,0,0
25_p227_072_mic1.wav,413,400,410,462,356,328,327,189,370,384,220,168,7.0,5.0,5.0,0.6320041256695612,0,0
19_p227_151_mic2.wav,424,360,342,479,342,349,371,264,357,332,239,185,-48.0,-14.0,10.0,1.0,0,0
30_chetvero_nischih_s000013_seg_0.wav,395,400,470,474,397,361,360,186,389,400,282,193,17.0,10.0,4.0,0.7997310715817695,0,0
0_p227_089_mic2.wav,424,366,362,455,308,281,462,162,298,388,187,139,17.0,-13.0,3.0,0.016497990501467275,0,0
9_chetvero_nischih_s000013_seg_0.wav,395,400,470,474,397,361,325,184,314,340,187,161,8.0,30.0,-36.0,0.2893945466727156,0,0
4_p228_210_mic1.wav,466,371,392,475,408,345,425,150,358,335,200,148,1.0,29.0,5.0,0.913551323910388,0,0
37_p228_316_mic1.wav,432,375,407,452,393,330,343,184,367,382,262,178,3.0,18.0,2.0,0.0,0,0
35_p228_289_mic2.wav,469,391,391,469,377,358,394,113,203,378,169,134,4.0,-6.0,3.0,0.0,0,0
29_p228_206_mic1.wav,433,305,387,481,405,355,284,160,325,450,188,139,121.0,-29.0,37.0,0.3313094149660051,0,0
12_p227_151_mic2.wav,424,360,342,479,342,349,386,144,419,406,223,131,13.0,-20.0,8.0,0.9247790797864349,0,0
19_p228_209_mic2.wav,435,413,370,438,406,340,388,140,370,380,238,148,23.0,-10.0,2.0,0.0,0,0
28_p227_145_mic1.wav,408,391,414,467,386,355,287,103,233,365,123,117,105.0,15.0,147.0,0.8654885614098653,0,0
18_p227_074_mic1.wav,476,433,411,469,389,358,439,186,411,404,286,202,7.0,2.0,10.0,0.0,0,0
1_p228_278_mic1.wav,438,342,389,461,383,334,329,236,365,330,207,165,13.0,8.0,5.0,0.1591809399154257,0,0
26_imalavoglia_00_verga_f000005.wav,416,377,366,425,335,298,228,101,110,459,218,121,18.0,-264.0,273.0,0.43084010292398667,0,0
30_p227_083_mic1.wav,410,388,431,441,334,327,201,101,108,451,221,125,17.0,-11.0,241.0,0.0,0,0
22_p227_010_mic2.wav,416,349,342,438,373,337,402,159,239,322,222,153,17.0,26.0,9.0,0.1929425736763104,0,0
37_p227_156_mic2.wav,381,395,381,439,320,307,414,238,426,235,230,166,2.0,-4.0,4.0,0.0,0,0
14_p227_054_mic1.wav,391,358,423,405,338,309,416,193,373,414,238,168,16.0,-2.0,-131.0,0.06649089436056277,0,0
28_p227_032_mic1.wav,371,368,438,471,372,343,396,197,350,405,256,175,1.0,-50.0,5.0,0.0,0,0
13_p228_364_mic2.wav,425,326,368,406,331,303,238,101,108,464,231,124,83.0,-21.0,5.0,0.361575599148917,0,0
14_p228_288_mic2.wav,415,372,365,451,356,319,210,101,105,463,228,123,220.0,-103.0,7.0,0.6546508284257273,0,0
24_p228_338_mic2.wav,403,368,413,446,371,332,403,180,388,411,288,187,95.0,-26.0,-155.0,0.1412219644402425,0,0
31_p227_096_mic1.wav,387,376,432,428,343,305,461,164,390,385,285,188,-71.0,-98.0,10.0,0.0,0,0
10_p227_030_mic1.wav,438,441,434,471,404,358,286,148,312,385,200,169,1.0,-28.0,0.0,0.7120069660775479,0,0
2_p228_210_mic1.wav,466,371,392,475,408,345,363,228,395,377,273,202,8.0,-11.0,4.0,0.604880275094653,0,0
20_p227_107_mic1.wav,448,408,462,416,392,360,303,174,363,356,178,160,17.0,16.0,1.0,0.8333487239885988,0,0
14_p227_032_mic1.wav,371,368,438,471,372,343,323,163,357,381,231,171,5.0,15.0,0.0,0.7946446616538683,0,0
0_p227_169_mic2.wav,407,331,334,461,301,296,404,182,387,251,192,150,11.0,-8.0,4.0,0.6839039310205897,0,0
4_chetvero_nischih_s000004_seg_0.wav,457,336,443,480,421,387,364,171,381,399,244,171,3.0,-60.0,5.0,0.09468659563281745,0,0
5_p228_194_mic2.wav,423,399,377,470,418,350,367,150,405,392,250,153,9.0,-14.0,0.0,0.5809183402586705,0,0
18_p228_369_mic2.wav,401,311,344,474,344,343,327,236,345,359,218,190,171.0,16.0,65.0,0.5283019100227524,0,0
39_p227_090_mic1.wav,414,451,410,449,357,318,215,101,105,453,209,116,1.0,-29.0,6.0,0.0,0,0
9_p228_365_mic2.wav,438,375,407,450,392,342,328,198,327,297,185,151,3.0,-10.0,8.0,0.4471956216890174,0,0
9_p227_123_mic1.wav,410,373,424,451,391,354,415,194,384,343,262,190,17.0,-6.0,0.0,0.8113118530581096,0,0
30_p227_113_mic2.wav,363,432,405,465,373,347,300,173,313,350,163,137,12.0,-19.0,4.0,0.0,0,0
36_p228_285_mic1.wav,456,336,390,473,406,358,399,141,159,439,209,137,79.0,12.0,8.0,0.011516634065257603,0,0
33_p227_089_mic2.wav,424,366,362,455,308,281,352,263,373,367,240,187,84.0,76.0,4.0,0.0,0,0
18_p228_342_mic1.wav,435,382,432,443,383,317,339,287,374,342,250,188,12.0,8.0,10.0,0.41991890561687195,0,0
6_p227_118_mic2.wav,365,398,376,444,351,303,443,205,384,398,287,208,7.0,5.0,7.0,0.7166308027987459,0,0
7_p227_107_mic1.wav,448,408,462,416,392,360,453,180,352,367,239,173,20.0,17.0,9.0,0.5282430356514992,0,0
1_p227_169_mic1.wav,436,355,437,417,355,325,271,191,270,398,211,159,19.0,6.0,7.0,0.311562330154867,0,0
14_p227_126_mic2.wav,464,301,364,479,316,272,210,101,105,463,228,123,178.0,-1.0,0.0,0.2579706199981945,0,0
32_p228_263_mic1.wav,415,344,413,473,383,338,327,118,395,397,192,124,2.0,-192.0,-45.0,0.08246450366533897,0,0
30_p227_165_mic1.wav,448,423,452,447,379,334,352,174,329,368,223,161,43.0,-6.0,19.0,0.5101702031278154,0,0
2_p228_260_mic1.wav,458,369,437,488,447,377,453,186,401,387,269,181,11.0,10.0,9.0,0.08752134921490384,0,0
19_p228_330_mic2.wav,419,398,351,476,396,349,386,180,380,400,229,159,7.0,-28.0,10.0,0.6243872153289919,0,0
15_p227_165_mic1.wav,448,423,452,447,379,334,329,239,362,331,239,193,12.0,-19.0,-88.0,0.9152936267712157,0,0
4_p227_088_mic1.wav,464,396,441,485,440,414,454,181,409,356,209,151,15.0,-14.0,8.0,0.8075056871709699,0,0
9_p228_345_mic1.wav,479,368,420,485,397,356,333,222,369,326,196,160,82.0,-33.0,1.0,0.46841738659723997,0,0
8_p227_103_mic2.wav,436,399,392,452,332,309,319,242,355,346,210,169,15.0,-7.0,7.0,0.45559704115414823,0,0
34_p227_061_mic1.wav,449,459,466,470,424,386,370,231,360,328,243,190,1.0,14.0,5.0,0.9577049773852944,0,0
0_p228_260_mic1.wav,458,369,437,488,447,377,312,241,345,332,208,182,12.0,8.0,5.0,0.41981699207969125,0,0
27_p227_158_mic1.wav,388,351,376,445,319,301,437,193,372,308,244,180,10.0,14.0,0.0,1.0,0,0
37_oblomov_s000011_seg_0.wav,419,430,449,477,413,371,347,195,423,403,293,196,17.0,-17.0,3.0,0.8125748589331927,0,0
15_p228_339_mic2.wav,461,363,379,485,401,352,388,281,359,321,224,191,18.0,14.0,5.0,0.647676814728127,0,0
17_p228_269_mic1.wav,461,394,383,428,387,355,346,181,372,386,262,180,15.0,-11.0,5.0,0.22693265013182018,0,0
8_p227_168_mic1.wav,393,377,421,415,365,312,369,163,396,360,225,159,14.0,-1.0,10.0,0.2277885391115384,0,0
28_p228_330_mic2.wav,419,398,351,476,396,349,349,171,384,396,261,176,0.0,-6.0,5.0,0.6806123765593841,0,0
34_p227_062_mic2.wav,433,402,462,482,343,331,365,225,353,319,201,157,5.0,16.0,3.0,0.0,0,0
30_p227_050_mic1.wav,460,410,300,461,377,314,359,169,451,254,205,152,7.0,-26.0,3.0,1.0,0,0
35_p227_151_mic2.wav,424,360,342,479,342,349,314,140,316,402,182,151,6.0,-12.0,7.0,0.0,0,0
27_p228_271_mic2.wav,411,423,355,433,343,320,323,132,300,360,209,154,79.0,2.0,1.0,0.01553184021552756,0,0
6_galatea_01_barrili_f000008.wav,375,433,384,347,344,289,426,222,335,337,225,177,1.0,-53.0,2.0,0.260898605410932,0,0
9_p228_209_mic1.wav,447,354,379,467,390,330,449,243,347,348,263,208,1.0,7.0,9.0,0.30947240827901734,0,0
38_p227_156_mic2.wav,381,395,381,439,320,307,295,205,297,338,193,157,15.0,6.0,55.0,0.051459528935612564,0,0
21_galatea_01_barrili_f000013.wav,385,464,404,418,310,267,206,101,106,455,207,117,2.0,-10.0,4.0,0.23484238580311578,0,0
5_p227_001_mic1.wav,419,325,396,438,359,320,293,211,312,342,183,156,17.0,-24.0,9.0,0.9962690887340929,0,0
29_p227_071_mic1.wav,416,387,439,452,361,325,346,185,371,387,262,181,35.0,-25.0,-30.0,0.0,0,0
12_p228_338_mic2.wav,403,368,413,446,371,332,338,300,357,340,236,198,4.0,77.0,10.0,0.6654634467384368,0,0
35_p227_022_mic1.wav,395,428,458,468,409,379,292,138,282,402,181,145,18.0,-111.0,150.0,0.46310864405893837,0,0
30_keraban_le_tetu_1_05_f000019_seg_0.wav,371,352,357,422,292,255,251,101,117,458,221,123,14.0,9.0,2.0,0.9496223800855809,0,0
32_p228_275_mic1.wav,412,368,382,431,377,338,367,177,363,396,248,191,6.0,-97.0,4.0,0.0,0,0
22_p227_107_mic1.wav,448,408,462,416,392,360,269,224,310,349,222,186,71.0,16.0,8.0,0.4587042345482383,0,0
22_p227_165_mic1.wav,448,423,452,447,379,334,353,174,386,398,273,183,7.0,-6.0,6.0,0.1892428101354553,0,0
18_p227_156_mic2.wav,381,395,381,439,320,307,210,101,105,463,228,123,1.0,26.0,5.0,0.9935183053342076,0,0
37_p227_030_mic1.wav,438,441,434,471,404,358,385,158,402,385,225,154,3.0,-1.0,0.0,0.0,0,0
39_p228_209_mic1.wav,447,354,379,467,390,330,407,121,287,389,174,151,-95.0,-89.0,-31.0,0.0,0,0
20_p227_032_mic1.wav,371,368,438,471,372,343,341,248,299,389,219,157,9.0,-63.0,102.0,0.9624438490880391,0,0
7_p227_061_mic1.wav,449,459,466,470,424,386,471,270,376,216,200,168,10.0,-19.0,9.0,0.18685416096719365,0,0
2_p228_220_mic2.wav,391,347,416,463,379,340,411,183,389,392,262,169,18.0,-12.0,3.0,0.4427353884018538,0,0
30_p227_118_mic2.wav,365,398,376,444,351,303,254,106,206,414,201,126,3.0,-192.0,164.0,0.0,0,0
17_p227_118_mic2.wav,365,398,376,444,351,303,347,195,423,403,293,196,0.0,-45.0,-44.0,0.0,0,0
17_galatea_01_barrili_f000008.wav,375,433,384,347,344,289,418,185,360,396,225,157,6.0,-2.0,7.0,0.07084320504728314,0,0
17_p228_348_mic2.wav,447,383,344,480,345,313,304,128,288,385,200,152,9.0,22.0,9.0,0.10280610778573873,0,0
2_keraban_le_tetu_1_05_f000019_seg_0.wav,371,352,357,422,292,255,458,281,403,378,269,217,19.0,24.0,1.0,0.9805965127956147,0,0
12_p227_072_mic1.wav,413,400,410,462,356,328,306,174,300,376,153,131,18.0,-7.0,6.0,0.6964323525425494,0,0
23_p227_042_mic1.wav,380,415,395,404,364,342,209,101,105,462,228,123,3.0,-14.0,196.0,0.9884607169364437,0,0
35_p227_082_mic2.wav,405,372,381,421,347,310,237,101,115,463,229,125,185.0,-103.0,276.0,0.7909354691650278,0,0
24_p228_336_mic2.wav,415,395,326,428,339,324,278,160,271,350,150,135,70.0,-29.0,1.0,0.1256964687649298,0,0
29_p228_309_mic2.wav,383,384,385,436,380,322,434,291,114,479,334,172,5.0,231.0,0.0,0.07676114179193705,0,0
15_p227_073_mic2.wav,421,257,364,485,303,312,431,169,389,412,253,171,1.0,-29.0,4.0,0.0,0,0
26_p227_118_mic2.wav,365,398,376,444,351,303,385,173,334,412,209,144,19.0,-44.0,-18.0,0.0,0,0
6_p228_363_mic2.wav,458,348,356,466,378,340,356,286,369,326,255,201,20.0,-3.0,10.0,0.0,0,0
24_p227_057_mic1.wav,458,372,409,441,342,313,405,172,366,392,239,151,19.0,0.0,8.0,0.3136542095697604,0,0
22_p228_336_mic2.wav,415,395,326,428,339,324,354,195,363,390,263,178,-22.0,-4.0,4.0,0.7841556010082119,0,0
18_p228_339_mic2.wav,461,363,379,485,401,352,210,101,105,463,228,123,9.0,-7.0,306.0,0.5452616611656993,0,0
12_p228_220_mic2.wav,391,347,416,463,379,340,387,231,335,320,203,168,12.0,-11.0,0.0,1.0,0,0
6_p227_138_mic2.wav,433,401,388,488,359,346,347,176,369,389,237,163,17.0,-5.0,5.0,0.205652238754935,0,0
27_p227_025_mic2.wav,421,313,386,491,349,344,348,251,363,314,224,168,11.0,-28.0,-13.0,1.0,0,0
5_oblomov_s000011_seg_0.wav,419,430,449,477,413,371,284,261,318,374,231,175,15.0,-26.0,9.0,0.7786614920878309,0,0
4_p227_061_mic1.wav,449,459,466,470,424,386,348,263,325,355,217,173,1.0,-2.0,61.0,0.32912231419414106,0,0
29_p227_094_mic1.wav,416,400,429,426,383,357,353,191,363,388,262,177,0.0,-5.0,7.0,0.27262755957813445,0,0
37_galatea_01_barrili_f000013.wav,385,464,404,418,310,267,345,204,351,352,210,166,17.0,17.0,-50.0,0.0,0,0
13_p227_071_mic1.wav,416,387,439,452,361,325,429,185,356,352,221,171,26.0,-25.0,10.0,0.9374649398089461,0,0
20_p228_228_mic2.wav,457,354,327,443,316,285,467,110,187,352,180,137,-80.0,-10.0,2.0,0.8695966802552044,0,0
22_chetvero_nischih_s000013_seg_0.wav,395,400,470,474,397,361,414,212,413,384,253,190,38.0,-14.0,3.0,0.08694408913982432,0,0
37_p228_334_mic1.wav,358,398,425,444,373,339,412,171,341,370,239,171,20.0,-6.0,5.0,0.0,0,0
26_p228_285_mic1.wav,456,336,390,473,406,358,340,270,387,295,258,194,14.0,164.0,29.0,0.0,0,0
8_p227_080_mic1.wav,379,369,372,403,332,300,451,300,375,315,209,178,12.0,-13.0,10.0,0.6351692907503741,0,0
3_p227_113_mic2.wav,363,432,405,465,373,347,325,252,354,351,239,187,14.0,-28.0,6.0,0.08651005134934053,0,0
10_oblomov_s000011_seg_0.wav,419,430,449,477,413,371,334,293,355,346,235,206,33.0,9.0,-72.0,0.6353157437550535,0,0
37_p227_061_mic1.wav,449,459,466,470,424,386,301,198,301,365,214,162,92.0,26.0,72.0,0.0,0,0
16_p227_086_mic2.wav,421,355,443,487,313,339,210,101,105,463,228,123,12.0,-16.0,2.0,0.406845656257638,0,0
8_p228_228_mic2.wav,457,354,327,443,316,285,457,199,396,378,248,181,1.0,-14.0,3.0,0.0,0,0
18_p228_228_mic2.wav,457,354,327,443,316,285,355,171,236,337,157,134,7.0,-14.0,167.0,0.0,0,0
10_p227_057_mic1.wav,458,372,409,441,342,313,452,204,298,379,223,180,1.0,-27.0,82.0,0.31681841099699337,0,0
14_p227_090_mic1.wav,414,451,410,449,357,318,398,244,340,292,219,177,-28.0,14.0,9.0,0.7797036546744434,0,0
28_galatea_01_barrili_f000013.wav,385,464,404,418,310,267,385,126,389,414,241,146,17.0,-24.0,10.0,0.9676511534869531,0,0
5_p227_099_mic1.wav,395,398,423,461,371,348,375,161,353,336,183,140,14.0,-7.0,9.0,0.7277717506600581,0,0
23_p228_339_mic2.wav,461,363,379,485,401,352,320,187,331,354,230,189,9.0,-7.0,10.0,0.0,0,0
37_p227_083_mic1.wav,410,388,431,441,334,327,429,212,233,379,186,163,4.0,2.0,9.0,0.31681841099699337,0,0
33_p228_345_mic1.wav,479,368,420,485,397,356,210,101,105,463,228,123,20.0,-181.0,5.0,0.5452616611656993,0,0
29_keraban_le_tetu_1_07_f000046_seg_0.wav,302,322,376,439,273,228,342,267,373,330,207,162,12.0,-17.0,-60.0,0.6367043063707308,0,0
35_p227_057_mic1.wav,458,372,409,441,342,313,309,150,323,309,180,140,22.0,51.0,3.0,0.0,0,0
19_p227_054_mic1.wav,391,358,423,405,338,309,300,136,247,427,203,145,8.0,-12.0,4.0,0.2561965865815915,0,0
14_p227_158_mic1.wav,388,351,376,445,319,301,205,101,105,457,212,120,8.0,-15.0,9.0,0.5281550294886316,0,0
8_p227_083_mic1.wav,410,388,431,441,334,327,298,232,352,377,210,170,11.0,-5.0,2.0,0.21105439514683733,0,0
24_p228_278_mic1.wav,438,342,389,461,383,334,375,209,284,264,219,172,3.0,-23.0,-76.0,1.0,0,0
5_p227_057_mic1.wav,458,372,409,441,342,313,333,242,362,354,251,201,8.0,5.0,0.0,0.7196740741404989,0,0
16_p227_061_mic2.wav,420,413,408,469,433,382,425,192,372,388,217,150,14.0,4.0,9.0,0.5292610406268106,0,0
10_p228_285_mic1.wav,456,336,390,473,406,358,310,169,259,345,195,154,122.0,9.0,5.0,0.7181841927992973,0,0
2_p228_269_mic1.wav,461,394,383,428,387,355,374,208,330,327,216,165,10.0,3.0,8.0,0.04082188750716709,0,0
30_p227_082_mic2.wav,405,372,381,421,347,310,446,258,379,309,238,183,-135.0,3.0,2.0,0.5430415612431466,0,0
35_p228_233_mic2.wav,361,350,378,400,309,280,353,174,386,398,273,183,16.0,-31.0,0.0,0.27235089254425904,0,0
13_p227_156_mic2.wav,381,395,381,439,320,307,330,145,347,357,160,132,14.0,-6.0,9.0,0.46799968240645395,0,0
22_p228_316_mic1.wav,432,375,407,452,393,330,347,157,393,395,273,173,14.0,-22.0,3.0,0.0,0,0
37_p228_271_mic2.wav,411,423,355,433,343,320,360,186,389,400,282,193,-4.0,28.0,-92.0,0.6231786017592869,0,0
8_p227_146_mic2.wav,407,439,402,463,363,334,340,277,358,338,245,191,7.0,3.0,8.0,0.6298206113442483,0,0
31_p227_079_mic1.wav,453,430,420,491,376,338,353,174,386,398,273,183,90.0,-10.0,-14.0,0.6265035147819089,0,0
12_p227_169_mic1.wav,436,355,437,417,355,325,452,178,367,321,224,156,-76.0,0.0,6.0,0.801743584851827,0,0
25_p227_090_mic1.wav,414,451,410,449,357,318,417,210,353,410,261,178,-47.0,-17.0,72.0,0.3584636508065955,0,0
28_p228_194_mic2.wav,423,399,377,470,418,350,371,155,425,441,262,163,0.0,27.0,1.0,0.973319274537523,0,0
29_p227_096_mic1.wav,387,376,432,428,343,305,378,167,344,408,255,174,29.0,-10.0,8.0,0.2378335312915102,0,0
39_p227_069_mic1.wav,417,407,453,478,411,359,340,141,284,375,206,159,-12.0,-87.0,168.0,0.0,0,0
25_p228_244_mic2.wav,413,414,389,457,392,351,310,132,288,367,173,139,19.0,13.0,0.0,0.0,0,0
9_p228_228_mic2.wav,457,354,327,443,316,285,207,101,105,462,227,122,6.0,-127.0,3.0,0.8837640146968062,0,0
30_chetvero_nischih_s000004_seg_0.wav,457,336,443,480,421,387,335,169,308,326,217,173,16.0,-130.0,2.0,0.5540487386991126,0,0
17_p227_177_mic2.wav,420,412,445,489,328,312,450,230,310,406,247,189,-132.0,-2.0,9.0,0.495299864956398,0,0
20_p227_048_mic2.wav,404,336,443,476,328,297,424,263,399,353,241,191,8.0,4.0,0.0,0.0,0,0
38_p227_145_mic1.wav,408,391,414,467,386,355,349,129,128,467,305,147,-12.0,-13.0,7.0,0.45994049096070333,0,0
37_p227_010_mic2.wav,416,349,342,438,373,337,334,164,296,369,202,164,58.0,-119.0,-45.0,0.0,0,0
36_p227_107_mic1.wav,448,408,462,416,392,360,205,100,107,448,207,117,9.0,-25.0,8.0,0.894420394066085,0,0
16_p227_022_mic1.wav,395,428,458,468,409,379,468,131,222,433,236,173,10.0,-12.0,6.0,0.2142953870743397,0,0
21_p227_103_mic2.wav,436,399,392,452,332,309,441,211,346,396,261,190,4.0,-17.0,-61.0,0.0,0,0
2_p228_338_mic2.wav,403,368,413,446,371,332,468,211,385,356,265,206,1.0,6.0,9.0,0.022587191877879165,0,0
5_p227_096_mic1.wav,387,376,432,428,343,305,283,163,234,413,166,130,10.0,15.0,6.0,0.8631533502211212,0,0
31_p228_342_mic1.wav,435,382,432,443,383,317,436,108,159,394,229,135,-60.0,-5.0,2.0,0.0,0,0
12_p227_042_mic1.wav,380,415,395,404,364,342,368,139,392,404,271,163,9.0,14.0,3.0,0.8629722863530458,0,0
10_p228_339_mic2.wav,461,363,379,485,401,352,372,157,392,397,256,172,9.0,-46.0,38.0,0.4402065207510423,0,0
27_p228_300_mic1.wav,449,297,398,469,398,356,336,280,103,462,243,136,-20.0,-19.0,3.0,0.4082699615522979,0,0
29_p228_271_mic2.wav,411,423,355,433,343,320,354,109,119,410,272,142,11.0,-1.0,10.0,0.0,0,0
34_p227_113_mic2.wav,363,432,405,465,373,347,447,213,324,306,198,157,17.0,-6.0,-70.0,1.0,0,0
38_p227_165_mic1.wav,448,423,452,447,379,334,362,178,388,401,280,188,93.0,16.0,7.0,0.5007914698766243,0,0
35_p227_169_mic2.wav,407,331,334,461,301,296,363,202,415,410,272,201,17.0,-19.0,1.0,0.0,0,0
17_p227_069_mic1.wav,417,407,453,478,411,359,448,220,314,311,186,152,16.0,16.0,7.0,0.4431065217264033,0,0
15_p227_169_mic2.wav,407,331,334,461,301,296,313,138,341,364,156,132,12.0,-22.0,6.0,0.0,0,0
36_oblomov_s000011_seg_0.wav,419,430,449,477,413,371,322,224,358,357,225,183,31.0,0.0,2.0,0.9454160418131439,0,0
23_p228_289_mic2.wav,469,391,391,469,377,358,318,184,101,486,340,130,20.0,-15.0,4.0,0.26689709903210257,0,0
25_p227_168_mic1.wav,393,377,421,415,365,312,355,196,348,424,270,190,11.0,22.0,60.0,0.1866729943198644,0,0
15_p227_094_mic1.wav,416,400,429,426,383,357,427,175,337,395,211,155,14.0,-22.0,1.0,0.8258878383955927,0,0
28_p227_088_mic1.wav,464,396,441,485,440,414,309,179,311,399,206,177,1.0,-74.0,3.0,0.9201238356553245,0,0
38_p228_206_mic1.wav,433,305,387,481,405,355,374,167,410,356,231,163,-29.0,13.0,-170.0,0.9950409780588656,0,0
11_p228_269_mic1.wav,461,394,383,428,387,355,357,255,362,345,228,176,94.0,-21.0,8.0,0.40515806093447637,0,0
36_p228_336_mic2.wav,415,395,326,428,339,324,398,252,387,328,272,217,25.0,-7.0,9.0,0.7727627404684775,0,0
18_p227_082_mic2.wav,405,372,381,421,347,310,210,101,105,463,228,123,6.0,-103.0,5.0,0.7909354691650278,0,0
32_p227_146_mic2.wav,407,439,402,463,363,334,359,234,352,358,298,215,1.0,6.0,38.0,0.0,0,0
35_p228_220_mic2.wav,391,347,416,463,379,340,468,254,389,334,292,230,-72.0,-5.0,3.0,0.2147726058056968,0,0
17_p227_178_mic2.wav,422,393,380,470,354,329,361,155,312,379,177,152,12.0,15.0,9.0,0.47697337746488655,0,0
30_p227_030_mic1.wav,438,441,434,471,404,358,298,162,287,416,190,147,8.0,-17.0,-67.0,0.0,0,0
24_p228_334_mic1.wav,358,398,425,444,373,339,207,101,107,457,214,120,6.0,-13.0,1.0,0.0,0,0
19_p227_181_mic1.wav,466,413,404,459,381,350,361,127,231,331,218,175,8.0,-129.0,2.0,0.3941351059133469,0,0
21_p227_094_mic1.wav,416,400,429,426,383,357,441,225,374,402,262,183,-39.0,73.0,10.0,0.28034928529012015,0,0
0_p227_168_mic1.wav,393,377,421,415,365,312,301,241,314,354,212,181,16.0,-17.0,1.0,0.7449794395423626,0,0
33_p227_036_mic2.wav,446,367,383,467,383,349,210,101,105,463,228,123,20.0,-13.0,8.0,0.0,0,0
7_p228_364_mic2.wav,425,326,368,406,331,303,316,308,359,363,232,192,15.0,-18.0,6.0,0.592710370068772,0,0
20_p227_086_mic2.wav,421,355,443,487,313,339,320,121,198,367,203,175,10.0,-62.0,137.0,0.028901313819576946,0,0
8_p228_309_mic2.wav,383,384,385,436,380,322,340,260,360,322,205,181,14.0,-2.0,6.0,0.08405331958829365,0,0
